order_day_index,ship_delay_days,Ship Mode,Segment,State,Sub-Category,Sales,Quantity,Discount,Profit,Order Date
693,5,Standard Class,Consumer,Florida,Tables,375.4575,3,0.45,-157.0095,2015-11-27
693,5,Standard Class,Consumer,Florida,Accessories,83.976,3,0.2,-1.0497,2015-11-27
699,4,Standard Class,Corporate,Pennsylvania,Machines,482.34,4,0.7,-337.638,2015-12-03
699,4,Standard Class,Corporate,Pennsylvania,Furnishings,2.96,1,0.2,0.777,2015-12-03
325,2,First Class,Consumer,Ohio,Art,2.624,1,0.2,0.4264,2014-11-24
261,2,Second Class,Consumer,Washington,Phones,246.384,2,0.2,27.7182,2014-09-21
261,2,Second Class,Consumer,Washington,Copiers,1799.97,3,0.0,701.9883,2014-09-21
155,3,Second Class,Corporate,Illinois,Binders,12.462,3,0.8,-20.5623,2014-06-07
666,4,Standard Class,Home Office,Michigan,Supplies,70.12,4,0.0,21.036,2015-10-31
979,2,Second Class,Consumer,Texas,Storage,35.952,3,0.2,3.5952,2016-09-08
979,2,Second Class,Consumer,Texas,Bookcases,2396.2656,4,0.32,-317.1528,2016-09-08
979,2,Second Class,Consumer,Texas,Storage,131.136,4,0.2,-32.784,2016-09-08
979,2,Second Class,Consumer,Texas,Accessories,57.584,2,0.2,0.7198,2016-09-08
355,2,First Class,Consumer,Florida,Paper,9.568,2,0.2,3.4684,2014-12-24
103,4,Standard Class,Corporate,North Carolina,Art,39.072,6,0.2,9.768,2014-04-16
832,4,Standard Class,Consumer,California,Chairs,383.8,5,0.2,38.38,2016-04-14
170,3,First Class,Consumer,Colorado,Accessories,196.752,6,0.2,56.5662,2014-06-22
252,1,First Class,Home Office,New York,Machines,69.99,1,0.0,30.0957,2014-09-12
833,6,Standard Class,Home Office,North Carolina,Binders,189.588,2,0.7,-145.3508,2016-04-15
833,6,Standard Class,Home Office,North Carolina,Accessories,408.744,7,0.2,76.6395,2016-04-15
833,6,Standard Class,Home Office,North Carolina,Accessories,291.96,5,0.2,54.7425,2016-04-15
833,6,Standard Class,Home Office,North Carolina,Storage,4.768,2,0.2,-0.7748,2016-04-15
885,1,First Class,Consumer,Massachusetts,Storage,714.3,5,0.0,207.147,2016-06-06
350,6,Standard Class,Consumer,Florida,Binders,4.812,2,0.7,-3.6892,2014-12-19
350,6,Standard Class,Consumer,Florida,Accessories,247.8,5,0.2,-18.585,2014-12-19
891,2,Second Class,Home Office,Illinois,Machines,1007.979,3,0.3,43.1991,2016-06-12
891,2,Second Class,Home Office,Illinois,Paper,313.488,7,0.2,113.6394,2016-06-12
976,2,Second Class,Consumer,Michigan,Furnishings,12.22,1,0.0,3.666,2016-09-05
976,2,Second Class,Consumer,Michigan,Storage,194.94,3,0.0,23.3928,2016-09-05
976,2,Second Class,Consumer,Michigan,Storage,70.95,3,0.0,20.5755,2016-09-05
976,2,Second Class,Consumer,Michigan,Paper,91.36,4,0.0,42.0256,2016-09-05
976,2,Second Class,Consumer,Michigan,Chairs,242.94,3,0.0,29.1528,2016-09-05
976,2,Second Class,Consumer,Michigan,Labels,22.05,7,0.0,10.584,2016-09-05
819,2,Second Class,Consumer,New York,Art,59.52,3,0.0,15.4752,2016-04-01
819,2,Second Class,Consumer,New York,Storage,161.94,3,0.0,9.7164,2016-04-01
819,2,Second Class,Consumer,New York,Art,263.88,6,0.0,71.2476,2016-04-01
819,2,Second Class,Consumer,New York,Art,30.48,3,0.0,7.9248,2016-04-01
819,2,Second Class,Consumer,New York,Art,9.84,3,0.0,2.8536,2016-04-01
819,2,Second Class,Consumer,New York,Phones,35.12,4,0.0,9.1312,2016-04-01
1075,4,Standard Class,Corporate,Oklahoma,Accessories,63.88,4,0.0,24.9132,2016-12-13
40,6,Standard Class,Consumer,California,Chairs,129.568,2,0.2,-24.294,2014-02-12
997,5,Standard Class,Consumer,Illinois,Chairs,747.558,3,0.3,-96.1146,2016-09-26
997,5,Standard Class,Consumer,Illinois,Envelopes,8.928,2,0.2,3.348,2016-09-26
711,7,Standard Class,Consumer,Washington,Appliances,103.92,4,0.0,36.372,2015-12-15
711,7,Standard Class,Consumer,Washington,Accessories,899.91,9,0.0,377.9622,2015-12-15
711,7,Standard Class,Consumer,Washington,Binders,51.312,3,0.2,18.6006,2015-12-15
840,7,Standard Class,Home Office,Arizona,Furnishings,23.56,5,0.2,7.068,2016-04-22
840,7,Standard Class,Home Office,Arizona,Tables,1272.63,6,0.5,-814.4832,2016-04-22
840,7,Standard Class,Home Office,Arizona,Binders,28.485,5,0.7,-20.889,2016-04-22
840,7,Standard Class,Home Office,Arizona,Supplies,185.376,2,0.2,-34.758,2016-04-22
840,7,Standard Class,Home Office,Arizona,Appliances,78.272,2,0.2,5.8704,2016-04-22
379,7,Standard Class,Home Office,Illinois,Furnishings,254.744,7,0.6,-312.0614,2015-01-17
1078,4,Second Class,Consumer,Illinois,Binders,4.788,3,0.8,-7.9002,2016-12-16
716,4,Standard Class,Corporate,New York,Paper,55.48,1,0.0,26.6304,2015-12-20
310,2,Second Class,Consumer,California,Storage,340.92,3,0.0,3.4092,2014-11-09
310,2,Second Class,Consumer,California,Bookcases,222.666,2,0.15,10.4784,2014-11-09
310,2,Second Class,Consumer,California,Phones,703.968,4,0.2,87.996,2014-11-09
310,2,Second Class,Consumer,California,Storage,92.52,6,0.0,24.9804,2014-11-09
310,2,Second Class,Consumer,California,Paper,62.65,7,0.0,28.819,2014-11-09
310,2,Second Class,Consumer,California,Paper,94.85,5,0.0,45.528,2014-11-09
921,7,Standard Class,Corporate,California,Phones,95.76,6,0.2,7.182,2016-07-12
1028,6,Standard Class,Consumer,New York,Furnishings,40.2,3,0.0,19.296,2016-10-27
905,6,Standard Class,Corporate,New York,Art,14.7,5,0.0,6.615,2016-06-26
905,6,Standard Class,Corporate,New York,Storage,704.25,5,0.0,84.51,2016-06-26
276,4,Standard Class,Consumer,California,Accessories,9.09,3,0.0,1.9089,2014-10-06
200,5,Standard Class,Consumer,New York,Art,5.96,2,0.0,1.6688,2014-07-22
200,5,Standard Class,Consumer,New York,Accessories,159.98,2,0.0,57.5928,2014-07-22
299,2,First Class,Consumer,Illinois,Phones,2735.952,6,0.2,341.994,2014-10-29
157,4,Second Class,Home Office,Texas,Phones,7.992,1,0.2,0.5994,2014-06-09
157,4,Second Class,Home Office,Texas,Accessories,63.984,2,0.2,10.3974,2014-06-09
157,4,Second Class,Home Office,Texas,Art,70.368,2,0.2,6.1572,2014-06-09
254,5,Standard Class,Consumer,New York,Storage,449.15,5,0.0,8.983,2014-09-14
254,5,Standard Class,Consumer,New York,Envelopes,11.07,3,0.0,5.0922,2014-09-14
857,5,Standard Class,Consumer,Washington,Accessories,93.98,2,0.0,13.1572,2016-05-09
805,3,Second Class,Consumer,Tennessee,Tables,189.882,3,0.4,-94.941,2016-03-18
723,4,Standard Class,Consumer,Arkansas,Envelopes,105.42,2,0.0,51.6558,2015-12-27
934,6,Standard Class,Consumer,California,Binders,119.616,8,0.2,40.3704,2016-07-25
934,6,Standard Class,Consumer,California,Furnishings,255.76,4,0.0,81.8432,2016-07-25
934,6,Standard Class,Consumer,California,Chairs,241.568,2,0.2,18.1176,2016-07-25
934,6,Standard Class,Consumer,California,Furnishings,69.3,9,0.0,22.869,2016-07-25
878,5,Standard Class,Corporate,Colorado,Binders,22.62,2,0.7,-15.08,2016-05-30
878,5,Standard Class,Corporate,Colorado,Binders,14.952,2,0.7,-11.9616,2016-05-30
878,5,Standard Class,Corporate,Colorado,Chairs,801.568,2,0.2,50.098,2016-05-30
878,5,Standard Class,Corporate,Colorado,Binders,2.376,3,0.7,-1.9008,2016-05-30
878,5,Standard Class,Corporate,Colorado,Paper,32.792,1,0.2,11.8871,2016-05-30
437,6,Standard Class,Consumer,Georgia,Art,2.74,1,0.0,0.7398,2015-03-16
437,6,Standard Class,Consumer,Georgia,Art,8.34,3,0.0,2.1684,2015-03-16
437,6,Standard Class,Consumer,Georgia,Storage,46.74,3,0.0,11.685,2015-03-16
437,6,Standard Class,Consumer,Georgia,Binders,6354.95,5,0.0,3177.475,2015-03-16
1021,3,First Class,Consumer,Ohio,Art,7.152,3,0.2,0.7152,2016-10-20
443,4,Standard Class,Consumer,Texas,Accessories,18.392,1,0.2,5.2877,2015-03-22
443,4,Standard Class,Consumer,Texas,Storage,129.568,2,0.2,-25.9136,2015-03-22
443,4,Standard Class,Consumer,Texas,Binders,14.112,9,0.8,-21.168,2015-03-22
869,2,First Class,Consumer,California,Phones,55.176,3,0.2,-12.4146,2016-05-21
869,2,First Class,Consumer,California,Accessories,66.26,2,0.0,27.1666,2016-05-21
722,7,Standard Class,Consumer,Massachusetts,Fasteners,22.2,5,0.0,10.434,2015-12-26
608,4,Standard Class,Consumer,Pennsylvania,Storage,36.336,3,0.2,-7.2672,2015-09-03
608,4,Standard Class,Consumer,Pennsylvania,Supplies,666.248,1,0.2,-149.9058,2015-09-03
608,4,Standard Class,Consumer,Pennsylvania,Envelopes,52.512,6,0.2,19.692,2015-09-03
673,2,Second Class,Corporate,California,Chairs,190.72,1,0.2,11.92,2015-11-07
877,3,Second Class,Consumer,Alabama,Phones,979.95,5,0.0,274.386,2016-05-29
877,3,Second Class,Consumer,Alabama,Binders,22.75,5,0.0,11.375,2016-05-29
919,6,Standard Class,Consumer,Arizona,Storage,16.768,2,0.2,1.4672,2016-07-10
699,5,Standard Class,Home Office,New York,Binders,10.752,4,0.2,3.36,2015-12-03
703,4,Standard Class,Consumer,Kentucky,Appliances,152.94,3,0.0,41.2938,2015-12-07
703,4,Standard Class,Consumer,Kentucky,Chairs,283.92,4,0.0,70.98,2015-12-07
29,2,First Class,Consumer,Wisconsin,Accessories,468.9,6,0.0,206.316,2014-02-01
923,3,First Class,Corporate,Arizona,Phones,380.864,8,0.2,38.0864,2016-07-14
714,5,Standard Class,Consumer,Ohio,Storage,646.776,9,0.2,-145.5246,2015-12-18
128,5,Standard Class,Consumer,Texas,Accessories,58.112,2,0.2,7.264,2014-05-11
128,5,Standard Class,Consumer,Texas,Phones,100.792,1,0.2,6.2995,2014-05-11
128,5,Standard Class,Consumer,Texas,Furnishings,66.112,4,0.6,-84.2928,2014-05-11
681,2,Second Class,Corporate,Illinois,Storage,250.272,9,0.2,15.642,2015-11-15
681,2,Second Class,Corporate,Illinois,Binders,11.364,3,0.8,-17.046,2015-11-15
681,2,Second Class,Corporate,Illinois,Supplies,8.72,5,0.2,-1.744,2015-11-15
833,2,Second Class,Consumer,California,Chairs,1121.568,2,0.2,0.0,2016-04-15
59,4,Second Class,Consumer,North Carolina,Art,19.456,4,0.2,3.4048,2014-03-03
889,5,Standard Class,Consumer,California,Labels,20.7,2,0.0,9.936,2016-06-10
889,5,Standard Class,Consumer,California,Tables,1335.68,4,0.2,-217.048,2016-06-10
889,5,Standard Class,Consumer,California,Paper,32.4,5,0.0,15.552,2016-06-10
254,4,Second Class,Consumer,Florida,Appliances,13.0,5,0.2,1.3,2014-09-14
254,4,Second Class,Consumer,Florida,Furnishings,13.128,3,0.2,3.7743,2014-09-14
703,2,First Class,Consumer,Washington,Fasteners,3.96,2,0.0,0.0,2015-12-07
703,2,First Class,Consumer,Washington,Labels,2.61,1,0.0,1.2006,2015-12-07
1035,4,Standard Class,Consumer,Washington,Art,8.82,3,0.0,2.3814,2016-11-03
623,4,Second Class,Consumer,California,Paper,160.72,14,0.0,78.7528,2015-09-18
623,4,Second Class,Consumer,California,Paper,19.92,4,0.0,9.7608,2015-09-18
623,4,Second Class,Consumer,California,Supplies,7.3,2,0.0,2.19,2015-09-18
615,4,Standard Class,Consumer,California,Supplies,51.52,4,0.0,1.5456,2015-09-10
546,6,Standard Class,Consumer,Kentucky,Chairs,70.98,1,0.0,4.9686,2015-07-03
546,6,Standard Class,Consumer,Kentucky,Labels,294.93,3,0.0,144.5157,2015-07-03
807,4,Standard Class,Consumer,Oregon,Phones,84.784,2,0.2,-20.1362,2016-03-20
807,4,Standard Class,Consumer,Oregon,Paper,20.736,4,0.2,7.2576,2016-03-20
807,4,Standard Class,Consumer,Oregon,Binders,16.821,3,0.7,-12.8961,2016-03-20
807,4,Standard Class,Consumer,Oregon,Paper,10.368,2,0.2,3.6288,2016-03-20
6,4,Standard Class,Consumer,Texas,Art,9.344,2,0.2,1.168,2014-01-09
6,4,Standard Class,Consumer,Texas,Accessories,31.2,3,0.2,9.75,2014-01-09
217,7,Standard Class,Consumer,California,Appliances,76.12,2,0.0,22.0748,2014-08-08
217,7,Standard Class,Consumer,California,Copiers,1199.976,3,0.2,434.9913,2014-08-08
217,7,Standard Class,Consumer,California,Phones,445.96,5,0.2,55.745,2014-08-08
217,7,Standard Class,Consumer,California,Furnishings,327.76,8,0.0,91.7728,2014-08-08
923,2,First Class,Consumer,Pennsylvania,Supplies,11.632,2,0.2,1.0178,2016-07-14
925,5,Standard Class,Consumer,Pennsylvania,Phones,143.982,3,0.4,-28.7964,2016-07-16
925,5,Standard Class,Consumer,Pennsylvania,Phones,494.376,4,0.4,-115.3544,2016-07-16
925,5,Standard Class,Consumer,Pennsylvania,Supplies,5.84,2,0.2,0.73,2016-07-16
71,4,Standard Class,Consumer,Florida,Storage,142.776,1,0.2,17.847,2014-03-15
71,4,Standard Class,Consumer,Florida,Furnishings,45.696,3,0.2,5.1408,2014-03-15
71,4,Standard Class,Consumer,Florida,Binders,7.218,3,0.7,-5.5338,2014-03-15
71,4,Standard Class,Consumer,Florida,Binders,43.188,4,0.7,-31.6712,2014-03-15
71,4,Standard Class,Consumer,Florida,Paper,131.904,3,0.2,47.8152,2014-03-15
140,4,Standard Class,Consumer,Pennsylvania,Binders,3.282,2,0.7,-2.6256,2014-05-23
140,4,Standard Class,Consumer,Pennsylvania,Art,21.168,9,0.2,2.3814,2014-05-23
140,4,Standard Class,Consumer,Pennsylvania,Phones,55.188,2,0.4,-10.1178,2014-05-23
846,3,First Class,Corporate,Texas,Phones,369.576,3,0.2,41.5773,2016-04-28
846,3,First Class,Corporate,Texas,Labels,15.712,4,0.2,5.6956,2016-04-28
982,2,Second Class,Corporate,Pennsylvania,Paper,8.448,2,0.2,2.64,2016-09-11
982,2,Second Class,Corporate,Pennsylvania,Phones,728.946,9,0.4,-157.9383,2016-09-11
357,5,Standard Class,Consumer,Illinois,Binders,8.69,5,0.8,-14.773,2014-12-26
695,4,Standard Class,Corporate,Michigan,Chairs,301.96,2,0.0,87.5684,2015-11-29
695,4,Standard Class,Corporate,Michigan,Appliances,555.21,5,0.1,178.901,2015-11-29
695,4,Standard Class,Corporate,Michigan,Storage,523.48,4,0.0,130.87,2015-11-29
695,4,Standard Class,Corporate,Michigan,Art,161.82,9,0.0,46.9278,2015-11-29
1073,2,Second Class,Consumer,Colorado,Storage,243.384,3,0.2,-51.7191,2016-12-11
1073,2,Second Class,Consumer,Colorado,Accessories,119.8,5,0.2,29.95,2016-12-11
1073,2,Second Class,Consumer,Colorado,Phones,300.768,4,0.2,30.0768,2016-12-11
639,5,Second Class,Corporate,Georgia,Chairs,392.94,3,0.0,43.2234,2015-10-04
955,6,Standard Class,Consumer,Colorado,Binders,18.882,3,0.7,-13.8468,2016-08-15
955,6,Standard Class,Consumer,Colorado,Appliances,122.328,3,0.2,12.2328,2016-08-15
868,5,Standard Class,Home Office,California,Furnishings,1049.2,5,0.0,272.792,2016-05-20
868,5,Standard Class,Home Office,California,Binders,15.424,4,0.2,5.0128,2016-05-20
1080,4,Standard Class,Corporate,Minnesota,Furnishings,18.84,3,0.0,6.0288,2016-12-18
819,7,Standard Class,Corporate,Arizona,Fasteners,31.56,5,0.2,9.8625,2016-04-01
819,7,Standard Class,Corporate,Arizona,Appliances,30.144,2,0.2,3.0144,2016-04-01
1073,5,Second Class,Corporate,Washington,Furnishings,14.8,4,0.0,6.068,2016-12-11
1073,5,Second Class,Corporate,Washington,Phones,302.376,3,0.2,22.6782,2016-12-11
1073,5,Second Class,Corporate,Washington,Accessories,316.0,4,0.0,31.6,2016-12-11
1024,6,Standard Class,Home Office,New York,Paper,379.4,10,0.0,178.318,2016-10-23
962,6,Standard Class,Consumer,Ohio,Appliances,113.552,2,0.2,8.5164,2016-08-22
962,6,Standard Class,Consumer,Ohio,Binders,3.318,2,0.7,-2.6544,2016-08-22
962,6,Standard Class,Consumer,Ohio,Envelopes,134.288,2,0.2,45.3222,2016-08-22
990,0,Same Day,Home Office,Illinois,Chairs,701.372,2,0.3,-50.098,2016-09-19
990,0,Same Day,Home Office,Illinois,Binders,2.308,2,0.8,-3.462,2016-09-19
598,4,Standard Class,Consumer,Texas,Storage,999.432,7,0.2,124.929,2015-08-24
598,4,Standard Class,Consumer,Texas,Storage,724.08,14,0.2,-135.765,2015-08-24
598,4,Standard Class,Consumer,Texas,Tables,918.785,5,0.3,-118.1295,2015-08-24
598,4,Standard Class,Consumer,Texas,Binders,2.724,3,0.8,-4.2222,2015-08-24
813,4,Standard Class,Corporate,New York,Storage,459.95,5,0.0,18.398,2016-03-26
1036,0,Same Day,Consumer,Kentucky,Fasteners,10.74,3,0.0,5.2626,2016-11-04
355,2,First Class,Consumer,Ohio,Furnishings,30.36,5,0.2,8.7285,2014-12-24
1051,5,Standard Class,Consumer,New York,Binders,14.352,3,0.2,4.6644,2016-11-19
1051,5,Standard Class,Consumer,New York,Storage,64.96,2,0.0,2.5984,2016-11-19
1051,5,Standard Class,Consumer,New York,Storage,68.6,4,0.0,18.522,2016-11-19
183,3,First Class,Consumer,Mississippi,Accessories,479.97,3,0.0,163.1898,2014-07-05
183,3,First Class,Consumer,Mississippi,Labels,14.62,2,0.0,6.8714,2014-07-05
183,3,First Class,Consumer,Mississippi,Paper,19.44,3,0.0,9.3312,2014-07-05
169,2,Second Class,Consumer,Virginia,Furnishings,104.01,1,0.0,14.5614,2014-06-21
169,2,Second Class,Consumer,Virginia,Phones,284.82,1,0.0,74.0532,2014-06-21
169,2,Second Class,Consumer,Virginia,Storage,36.84,3,0.0,10.3152,2014-06-21
449,5,Standard Class,Consumer,California,Accessories,166.24,1,0.0,24.936,2015-03-28
449,5,Standard Class,Consumer,California,Paper,33.4,5,0.0,16.032,2015-03-28
496,3,First Class,Home Office,Pennsylvania,Art,198.272,8,0.2,17.3488,2015-05-14
496,3,First Class,Home Office,Pennsylvania,Labels,47.36,4,0.2,17.76,2015-05-14
496,3,First Class,Home Office,Pennsylvania,Envelopes,200.984,7,0.2,62.8075,2015-05-14
496,3,First Class,Home Office,Pennsylvania,Labels,97.696,4,0.2,31.7512,2015-05-14
496,3,First Class,Home Office,Pennsylvania,Art,2.696,1,0.2,0.8088,2015-05-14
496,3,First Class,Home Office,Pennsylvania,Binders,18.588,2,0.7,-13.6312,2015-05-14
496,3,First Class,Home Office,Pennsylvania,Binders,4.896,3,0.7,-3.4272,2015-05-14
1036,4,Second Class,Corporate,Washington,Furnishings,209.88,3,0.0,35.6796,2016-11-04
461,5,Standard Class,Consumer,California,Tables,369.912,3,0.2,-13.8717,2015-04-09
252,5,Standard Class,Corporate,North Carolina,Paper,10.368,2,0.2,3.6288,2014-09-12
252,5,Standard Class,Corporate,North Carolina,Appliances,166.84,5,0.2,18.7695,2014-09-12
252,5,Standard Class,Corporate,North Carolina,Accessories,15.216,1,0.2,2.2824,2014-09-12
333,2,First Class,Consumer,New York,Accessories,119.96,4,0.0,52.7824,2014-12-02
333,2,First Class,Consumer,New York,Bookcases,883.92,5,0.2,-110.49,2014-12-02
333,2,First Class,Consumer,New York,Binders,46.72,8,0.2,15.768,2014-12-02
92,2,First Class,Home Office,New York,Paper,55.48,1,0.0,26.6304,2014-04-05
179,5,Second Class,Corporate,Washington,Binders,19.92,5,0.2,6.972,2014-07-01
8,3,First Class,Consumer,Delaware,Furnishings,9.94,2,0.0,3.0814,2014-01-11
150,5,Standard Class,Home Office,Utah,Binders,59.808,3,0.2,19.4376,2014-06-02
150,5,Standard Class,Home Office,Utah,Furnishings,73.32,6,0.0,21.996,2014-06-02
771,5,Standard Class,Home Office,California,Paper,146.82,3,0.0,73.41,2016-02-13
1077,4,Standard Class,Corporate,Michigan,Tables,1652.94,3,0.0,231.4116,2016-12-15
1077,4,Standard Class,Corporate,Michigan,Storage,296.37,3,0.0,80.0199,2016-12-15
277,6,Standard Class,Home Office,Pennsylvania,Furnishings,129.92,5,0.2,21.112,2014-10-07
916,5,Standard Class,Corporate,Florida,Supplies,45.584,7,0.2,5.1282,2016-07-07
1065,3,First Class,Consumer,New York,Paper,182.72,8,0.0,84.0512,2016-12-03
1065,3,First Class,Consumer,New York,Tables,400.032,2,0.4,-153.3456,2016-12-03
1065,3,First Class,Consumer,New York,Storage,33.63,3,0.0,10.089,2016-12-03
1065,3,First Class,Consumer,New York,Chairs,542.646,3,0.1,102.4998,2016-12-03
1065,3,First Class,Consumer,New York,Labels,6.3,2,0.0,3.024,2016-12-03
248,4,Standard Class,Consumer,California,Accessories,49.98,2,0.0,8.4966,2014-09-08
1,4,Standard Class,Home Office,Illinois,Labels,11.784,3,0.2,4.2717,2014-01-04
1,4,Standard Class,Home Office,Illinois,Storage,272.736,3,0.2,-64.7748,2014-01-04
1,4,Standard Class,Home Office,Illinois,Binders,3.54,2,0.8,-5.487,2014-01-04
967,5,Standard Class,Consumer,Texas,Supplies,51.52,5,0.2,-10.948,2016-08-27
967,5,Standard Class,Consumer,Texas,Paper,3.528,1,0.2,1.1466,2016-08-27
967,5,Standard Class,Consumer,Texas,Paper,4.624,1,0.2,1.6762,2016-08-27
967,5,Standard Class,Consumer,Texas,Supplies,55.168,4,0.2,6.2064,2016-08-27
144,0,Same Day,Corporate,California,Tables,567.12,10,0.2,-28.356,2014-05-27
144,0,Same Day,Corporate,California,Storage,359.32,4,0.0,7.1864,2014-05-27
807,2,Second Class,Consumer,Illinois,Phones,11.992,1,0.2,0.8994,2016-03-20
825,2,First Class,Corporate,California,Copiers,1199.976,3,0.2,374.9925,2016-04-07
703,5,Standard Class,Consumer,California,Furnishings,79.92,4,0.0,28.7712,2015-12-07
989,4,Standard Class,Corporate,Florida,Tables,383.438,4,0.45,-167.3184,2016-09-18
360,4,Standard Class,Consumer,Minnesota,Storage,24.56,2,0.0,6.8768,2014-12-29
360,4,Standard Class,Consumer,Minnesota,Accessories,119.8,4,0.0,47.92,2014-12-29
605,5,Standard Class,Consumer,California,Paper,58.32,9,0.0,27.9936,2015-08-31
401,5,Standard Class,Consumer,Ohio,Phones,107.982,3,0.4,-26.9955,2015-02-08
10,2,Second Class,Corporate,Louisiana,Envelopes,11.36,2,0.0,5.3392,2014-01-13
10,2,Second Class,Corporate,Louisiana,Envelopes,50.94,3,0.0,25.47,2014-01-13
10,2,Second Class,Corporate,Louisiana,Accessories,646.74,6,0.0,258.696,2014-01-13
10,2,Second Class,Corporate,Louisiana,Binders,5.64,3,0.0,2.7072,2014-01-13
10,2,Second Class,Corporate,Louisiana,Storage,572.58,6,0.0,34.3548,2014-01-13
131,6,Standard Class,Corporate,Florida,Furnishings,310.88,2,0.2,23.316,2014-05-14
867,5,Standard Class,Consumer,Virginia,Chairs,641.96,2,0.0,179.7488,2016-05-19
177,7,Standard Class,Consumer,Ohio,Art,32.76,7,0.2,3.6855,2014-06-29
595,2,First Class,Home Office,California,Chairs,544.008,3,0.2,40.8006,2015-08-21
595,2,First Class,Home Office,California,Paper,59.94,3,0.0,28.1718,2015-08-21
595,2,First Class,Home Office,California,Paper,23.92,4,0.0,11.7208,2015-08-21
595,2,First Class,Home Office,California,Paper,4.28,1,0.0,1.926,2015-08-21
638,3,Second Class,Consumer,Ohio,Binders,32.07,5,0.7,-22.449,2015-10-03
638,3,Second Class,Consumer,Ohio,Accessories,24.0,2,0.2,-2.7,2015-10-03
638,3,Second Class,Consumer,Ohio,Bookcases,35.49,1,0.5,-15.6156,2015-10-03
638,3,Second Class,Consumer,Ohio,Accessories,47.984,2,0.2,0.5998,2015-10-03
505,5,Standard Class,Corporate,South Carolina,Envelopes,186.69,3,0.0,87.7443,2015-05-23
708,4,Standard Class,Consumer,California,Chairs,348.928,2,0.2,34.8928,2015-12-12
